time,emissions,city,year,pollutant,sector
2014-09-15,7418.783,Beijing,2014,OC,BUILDINGS
2014-10-15,14485.537,Beijing,2014,OC,BUILDINGS
2014-11-15,23645.615,Beijing,2014,OC,BUILDINGS
2014-12-15,34106.742,Beijing,2014,OC,BUILDINGS
2015-01-15,35099.47,Beijing,2015,OC,BUILDINGS
2015-02-15,27602.28,Beijing,2015,OC,BUILDINGS
2015-03-15,22433.314,Beijing,2015,OC,BUILDINGS
2015-04-15,14644.886,Beijing,2015,OC,BUILDINGS
2015-05-15,9172.878,Beijing,2015,OC,BUILDINGS
2015-06-15,5573.5254,Beijing,2015,OC,BUILDINGS
2015-07-15,4206.9795,Beijing,2015,OC,BUILDINGS
2015-08-15,4534.4023,Beijing,2015,OC,BUILDINGS
2015-09-15,7664.202,Beijing,2015,OC,BUILDINGS
2015-10-15,14828.098,Beijing,2015,OC,BUILDINGS
2015-11-15,23944.422,Beijing,2015,OC,BUILDINGS
2015-12-15,33641.664,Beijing,2015,OC,BUILDINGS
2010-01-15,28965.395,Guangzhou,2010,OC,BUILDINGS
2010-02-15,23730.71,Guangzhou,2010,OC,BUILDINGS
2010-03-15,20138.975,Guangzhou,2010,OC,BUILDINGS
2010-04-15,13326.278,Guangzhou,2010,OC,BUILDINGS
2010-05-15,7188.021,Guangzhou,2010,OC,BUILDINGS
2010-06-15,4107.462,Guangzhou,2010,OC,BUILDINGS
2010-07-15,2871.1514,Guangzhou,2010,OC,BUILDINGS
2010-08-15,3339.451,Guangzhou,2010,OC,BUILDINGS
2010-09-15,5997.6885,Guangzhou,2010,OC,BUILDINGS
2010-10-15,12777.389,Guangzhou,2010,OC,BUILDINGS
2010-11-15,19581.777,Guangzhou,2010,OC,BUILDINGS
2010-12-15,28363.188,Guangzhou,2010,OC,BUILDINGS
2011-01-15,32337.008,Guangzhou,2011,OC,BUILDINGS
2011-02-15,22050.445,Guangzhou,2011,OC,BUILDINGS
2011-03-15,20362.098,Guangzhou,2011,OC,BUILDINGS
2011-04-15,11346.706,Guangzhou,2011,OC,BUILDINGS
2011-05-15,7281.7256,Guangzhou,2011,OC,BUILDINGS
2011-06-15,4137.245,Guangzhou,2011,OC,BUILDINGS
2011-07-15,3203.3076,Guangzhou,2011,OC,BUILDINGS
2011-08-15,3470.3872,Guangzhou,2011,OC,BUILDINGS
2011-09-15,6255.4023,Guangzhou,2011,OC,BUILDINGS
2011-10-15,11706.17,Guangzhou,2011,OC,BUILDINGS
2011-11-15,18544.434,Guangzhou,2011,OC,BUILDINGS
2011-12-15,27400.123,Guangzhou,2011,OC,BUILDINGS
2012-01-15,29367.854,Guangzhou,2012,OC,BUILDINGS
2012-02-15,23587.855,Guangzhou,2012,OC,BUILDINGS
2012-03-15,18494.523,Guangzhou,2012,OC,BUILDINGS
2012-04-15,10380.897,Guangzhou,2012,OC,BUILDINGS
2012-05-15,6536.2554,Guangzhou,2012,OC,BUILDINGS
2012-06-15,3787.759,Guangzhou,2012,OC,BUILDINGS
2012-07-15,2846.1147,Guangzhou,2012,OC,BUILDINGS
2012-08-15,3257.5762,Guangzhou,2012,OC,BUILDINGS
2012-09-15,5729.5967,Guangzhou,2012,OC,BUILDINGS
2012-10-15,12018.611,Guangzhou,2012,OC,BUILDINGS
2012-11-15,19641.393,Guangzhou,2012,OC,BUILDINGS
2012-12-15,27086.93,Guangzhou,2012,OC,BUILDINGS
2013-01-15,29182.121,Guangzhou,2013,OC,BUILDINGS
2013-02-15,22618.227,Guangzhou,2013,OC,BUILDINGS
