city,year,pollutant,sector,lat,lon,emissions
Beijing,2010,SO2,POWER_INDUSTRY,36.45,114.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,114.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,114.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,114.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,115.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,115.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,115.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,115.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,115.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,115.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,115.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,115.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,115.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,115.95,22799.998046875
Beijing,2010,SO2,POWER_INDUSTRY,36.45,116.05,310.6266784667969
Beijing,2010,SO2,POWER_INDUSTRY,36.45,116.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,116.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,116.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,116.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,116.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,116.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,116.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,116.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,116.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,117.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,117.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,117.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,117.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,117.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,117.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,117.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,117.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,117.85,5964.0322265625
Beijing,2010,SO2,POWER_INDUSTRY,36.45,117.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,118.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,118.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,118.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,118.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,118.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,118.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,118.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,118.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,118.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,118.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,119.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,119.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,119.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,119.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,119.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,119.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,119.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,119.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,119.85,0.0
